531d818e-7ecd-4c08-9417-edbb4b9dc04c;01/12/2025;15:57:45;07/12/2025 13:43:03;Pedágio;;;RTG4I96;Passeio;FIAT;STRADA FREEDOM;"6790100005918593	";Tag;STRADA FREEDOM;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-493, KM 112+700, Itaguaí - RJ;-9,98;0,00;-9,98;;Não
1bd7a2da-7c10-4fc9-9b63-901dd527de4d;08/12/2025;07:36:39;08/12/2025 07:37:16;Pedágio;;;RTG4I96;Passeio;FIAT;STRADA FREEDOM;"6790100005918593	";Tag;STRADA FREEDOM;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-493, KM 112+700, Itaguaí - RJ;-9,25;0,00;-9,25;;Não
e277175c-9573-4834-8798-2f49e95bfd26;08/12/2025;08:47:53;08/12/2025 08:48:31;Pedágio;;;NAX6H44;Passeio;RENAULT;KWID;"6790100005918650	";Tag;KWID;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 207+100, Seropédica - RJ;-14,57;0,00;-14,57;;Não
2365bb3c-8469-40c5-96f4-0cbb4d3104b5;08/12/2025;09:45:28;08/12/2025 09:45:51;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Ponte;Ponte Presidente Costa e Silva, KM 322+000, Niterói - RJ;-6,20;0,00;-6,20;;Não
4370017f-4ba4-41c2-b999-15b0bfd0bfc8;08/12/2025;10:56:16;08/12/2025 10:57:18;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 252+000, Rio Bonito - RJ;-7,50;0,00;-7,50;;Não
3c6e9bfa-5d4a-4d95-ab23-a4dbe116f896;08/12/2025;11:11:22;08/12/2025 11:11:34;Pedágio;;;RMS4F05;Passeio;TOYOTA;/TOYOTA HILUX CDLOWM;"6790100000196997	";Tag;HILUX;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Capixaba;BR-101, KM 241+700, Serra - ES;-3,99;0,00;-3,99;;Não
969c83e5-4506-4ba2-8008-3acbc30ef744;08/12/2025;11:33:44;08/12/2025 11:34:09;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 192+000, Casimiro de Abreu - RJ;-7,50;0,00;-7,50;;Não
8c0489e6-e91d-45b7-8e66-ea460e85d9a2;08/12/2025;16:42:35;08/12/2025 16:43:26;Pedágio;;;RTG4I96;Passeio;FIAT;STRADA FREEDOM;"6790100005918593	";Tag;STRADA FREEDOM;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-493, KM 112+700, Itaguaí - RJ;-8,91;0,00;-8,91;;Não
7ad27ee8-3fc4-43bf-ad24-d4b86efdae43;08/12/2025;16:57:39;08/12/2025 16:58:32;Pedágio;;;NAX6H44;Passeio;RENAULT;KWID;"6790100005918650	";Tag;KWID;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 207+100, Seropédica - RJ;-15,58;0,00;-15,58;;Não
67203d5d-be74-4366-8759-f0d1d5462587;08/12/2025;20:25:05;08/12/2025 20:26:42;Pedágio;;;RMS4F05;Passeio;TOYOTA;/TOYOTA HILUX CDLOWM;"6790100000196997	";Tag;HILUX;;2 eixos rodagem simples;2 eixos rodagem simples;Nova 381;BR-381, KM 176+550, Governador Valadares - MG;-11,97;0,00;-11,97;;Não
e4ef86b5-e4d8-43b4-b356-f1cfaeadc483;08/12/2025;20:58:16;08/12/2025 21:00:39;Pedágio;;;RMS4F05;Passeio;TOYOTA;/TOYOTA HILUX CDLOWM;"6790100000196997	";Tag;HILUX;;2 eixos rodagem simples;2 eixos rodagem simples;Nova 381;BR-381, KM 227+500, Belo Oriente - MG;-11,50;0,00;-11,50;;Não
f48054ed-1eea-4d92-8812-8b7c8e9b28d6;09/12/2025;07:38:57;09/12/2025 07:39:32;Pedágio;;;RTG4I96;Passeio;FIAT;STRADA FREEDOM;"6790100005918593	";Tag;STRADA FREEDOM;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-493, KM 112+700, Itaguaí - RJ;-8,91;0,00;-8,91;;Não
3975db56-c5be-401e-8959-477350aa9bf3;09/12/2025;08:01:15;09/12/2025 08:02:40;Pedágio;;;RMS4F05;Passeio;TOYOTA;/TOYOTA HILUX CDLOWM;"6790100000196997	";Tag;HILUX;;2 eixos rodagem simples;2 eixos rodagem simples;Nova 381;BR-381, KM 280+150, Jaguaraçu - MG;-14,35;0,00;-14,35;;Não
cd86d570-4eca-4946-9432-a8b6df1ae768;09/12/2025;08:35:36;09/12/2025 08:35:50;Pedágio;;;RMR6D75;Passeio;MITSUBISHI;TRITON SPO GL;"6790100000196989	";Tag;L200;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Capixaba;BR-101, KM 320+800, Guarapari - ES;-4,09;0,00;-4,09;;Não
30fc3606-5c13-46a6-b82a-67405027a429;09/12/2025;08:51:44;09/12/2025 08:52:15;Pedágio;;;TOL4D72;Passeio;FIAT;STRADA FREEDOM CD13;"6790100009073916	";Tag;STRADA FREEDOM CD13;;2 eixos rodagem simples;2 eixos rodagem simples;Elovias;BR-040, KM 102+000, Duque de Caxias - RJ;-19,79;0,00;-19,79;;Não
a35ec8d6-cbbf-4f3d-8241-fb94438ae894;09/12/2025;08:53:19;09/12/2025 08:54:16;Pedágio;;;TOL4D70;Passeio;FIAT;STRADA FREEDOM CD13;"6790100010321288	";Tag;STRADA FREEDOM CD13;;2 eixos rodagem simples;2 eixos rodagem simples;Elovias;BR-040, KM 102+000, Duque de Caxias - RJ;-19,95;0,00;-19,95;;Não
6e9f9fb3-29f0-4368-bbba-a456f450b4b3;09/12/2025;08:56:27;09/12/2025 08:58:40;Pedágio;;;RMS4F05;Passeio;TOYOTA;/TOYOTA HILUX CDLOWM;"6790100000196997	";Tag;HILUX;;2 eixos rodagem simples;2 eixos rodagem simples;Nova 381;BR-381, KM 345+270, João Monlevade - MG;-12,26;0,00;-12,26;;Não
73b3ec14-ae4f-4426-a0aa-6b1c5e21f4b8;09/12/2025;09:35:42;09/12/2025 09:36:00;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Ponte;Ponte Presidente Costa e Silva, KM 322+000, Niterói - RJ;-6,20;0,00;-6,20;;Não
624e72bd-6b2c-4207-a9d9-01ea18f1e694;09/12/2025;09:43:14;09/12/2025 09:44:06;Pedágio;;;TOJ0A44;Passeio;FIAT;FIAT ARGO;"6790100009571836	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 118+200, Magé - RJ;-18,34;0,00;-18,34;;Não
faa845e1-9e1a-4205-905e-7b43237ae8d5;09/12/2025;10:12:14;09/12/2025 10:13:10;Pedágio;;;TOL4D72;Passeio;FIAT;STRADA FREEDOM CD13;"6790100009073916	";Tag;STRADA FREEDOM CD13;;2 eixos rodagem simples;2 eixos rodagem simples;Elovias;BR-040, KM 045+500, Petrópolis - RJ;-19,95;0,00;-19,95;;Não
c3931c8d-6098-41d3-baa5-16c401983dbb;09/12/2025;12:06:16;09/12/2025 12:06:50;Pedágio;;;TOJ0A44;Passeio;FIAT;FIAT ARGO;"6790100009571836	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 784+320, Leopoldina - MG;-13,11;0,00;-13,11;;Não
70c85a15-f0a1-4bd4-a471-1ccaca58e6ef;09/12/2025;10:55:47;09/12/2025 12:17:02;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;ViaLagos;RJ-124, KM 021+500, Rio Bonito - RJ;-18,40;0,00;-18,40;;Não
a8efa281-9929-4221-9a9d-e89321bd81e9;09/12/2025;12:31:43;09/12/2025 12:32:24;Pedágio;;;TOL4D72;Passeio;FIAT;STRADA FREEDOM CD13;"6790100009073916	";Tag;STRADA FREEDOM CD13;;2 eixos rodagem simples;2 eixos rodagem simples;Elovias;BR-040, KM 045+500, Petrópolis - RJ;-19,95;0,00;-19,95;;Não
8f0413c7-2a4f-4bce-85d2-cdce6313f92f;09/12/2025;12:54:42;09/12/2025 12:55:45;Pedágio;;;TOJ0A44;Passeio;FIAT;FIAT ARGO;"6790100009571836	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 724+020, Laranjal - MG;-11,59;0,00;-11,59;;Não
1be4d84e-05af-4f94-b8ed-52c0f3d1b09f;09/12/2025;15:25:55;09/12/2025 15:27:11;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 299+000, São Gonçalo - RJ;-7,50;0,00;-7,50;;Não
e1fafd3c-aa12-44dd-a966-343bfda9bf74;09/12/2025;14:37:22;09/12/2025 15:37:20;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;ViaLagos;RJ-124, KM 021+500, Rio Bonito - RJ;-18,40;0,00;-18,40;;Não
aaf1f2bb-60ae-49af-aebe-152ee139caa2;09/12/2025;16:22:03;09/12/2025 16:22:55;Pedágio;;;RTG4I96;Passeio;FIAT;STRADA FREEDOM;"6790100005918593	";Tag;STRADA FREEDOM;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-493, KM 112+700, Itaguaí - RJ;-8,59;0,00;-8,59;;Não
d5bd4aa4-9066-4ac5-b217-233c515355cc;09/12/2025;18:09:18;09/12/2025 18:09:45;Pedágio;;;RMR6D75;Passeio;MITSUBISHI;TRITON SPO GL;"6790100000196989	";Tag;L200;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Capixaba;BR-101, KM 320+800, Guarapari - ES;-4,09;0,00;-4,09;;Não
423d1116-3943-4425-a6f6-09d308d553d0;09/12/2025;19:12:58;09/12/2025 19:13:16;Pedágio;;;TOL4D72;Passeio;FIAT;STRADA FREEDOM CD13;"6790100009073916	";Tag;STRADA FREEDOM CD13;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Ponte;Ponte Presidente Costa e Silva, KM 322+000, Niterói - RJ;-6,20;0,00;-6,20;;Não
c227a20e-214f-4fea-865e-d6b557d6d687;10/12/2025;07:30:48;10/12/2025 07:31:26;Pedágio;;;LLV7582;Passeio;FIAT;STRADA;"6790100005920235	";Tag;STRADA;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 207+100, Seropédica - RJ;-15,58;0,00;-15,58;;Não
21993feb-2703-4fa1-9e51-b3ce7943c114;10/12/2025;07:34:45;10/12/2025 07:35:19;Pedágio;;;RTG4I96;Passeio;FIAT;STRADA FREEDOM;"6790100005918593	";Tag;STRADA FREEDOM;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-493, KM 112+700, Itaguaí - RJ;-8,59;0,00;-8,59;;Não
63cbc4c6-ab5b-48e4-b4b6-f2b5db282e89;10/12/2025;10:46:24;10/12/2025 11:01:33;Pedágio;;;TOJ0A44;Passeio;FIAT;FIAT ARGO;"6790100009571836	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 123+000, Campos dos Goytacazes - RJ;-7,50;0,00;-7,50;;Não
b8df0a78-8083-4860-9189-46baece5a0db;10/12/2025;11:39:49;10/12/2025 11:40:35;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 207+100, Seropédica - RJ;-14,57;0,00;-14,57;;Não
5789054b-0315-40f4-8c13-8869e827e381;10/12/2025;11:34:08;10/12/2025 11:59:23;Pedágio;;;TOJ0A44;Passeio;FIAT;FIAT ARGO;"6790100009571836	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 192+000, Casimiro de Abreu - RJ;-7,50;0,00;-7,50;;Não
ac9e12cb-73b4-4050-a417-5b5067708df4;10/12/2025;12:12:55;10/12/2025 12:46:10;Pedágio;;;TOJ0A44;Passeio;FIAT;FIAT ARGO;"6790100009571836	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 252+000, Rio Bonito - RJ;-7,50;0,00;-7,50;;Não
b2ff36a2-7de3-4ba8-a519-9bdbf9df537f;10/12/2025;13:06:23;10/12/2025 13:33:30;Pedágio;;;TOJ0A44;Passeio;FIAT;FIAT ARGO;"6790100009571836	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 299+000, São Gonçalo - RJ;-7,50;0,00;-7,50;;Não
da5654cf-de1d-4416-9c71-374b49cba37b;09/12/2025;13:27:29;10/12/2025 14:46:04;Pedágio;;;TOL4D72;Passeio;FIAT;STRADA FREEDOM CD13;"6790100009073916	";Tag;STRADA FREEDOM CD13;;2 eixos rodagem simples;2 eixos rodagem simples;Elovias;BR-040, KM 102+000, Duque de Caxias - RJ;-19,79;0,00;-19,79;;Não
5acee126-80c1-46d1-b526-5fb6154861ab;10/12/2025;15:58:06;10/12/2025 15:58:25;Pedágio;;;TOL4D72;Passeio;FIAT;STRADA FREEDOM CD13;"6790100009073916	";Tag;STRADA FREEDOM CD13;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Ponte;Ponte Presidente Costa e Silva, KM 322+000, Niterói - RJ;-6,20;0,00;-6,20;;Não
533c2624-a357-4aa9-bd16-3dded8a99581;10/12/2025;16:54:24;10/12/2025 16:55:30;Pedágio;;;RTG4I96;Passeio;FIAT;STRADA FREEDOM;"6790100005918593	";Tag;STRADA FREEDOM;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-493, KM 112+700, Itaguaí - RJ;-8,27;0,00;-8,27;;Não
a3c63d3c-181b-458a-b293-99f40726a6fd;10/12/2025;17:28:15;10/12/2025 17:29:29;Pedágio;;;TOL4D70;Passeio;FIAT;STRADA FREEDOM CD13;"6790100010321288	";Tag;STRADA FREEDOM CD13;;2 eixos rodagem simples;2 eixos rodagem simples;Elovias;BR-040, KM 102+000, Duque de Caxias - RJ;-19,95;0,00;-19,95;;Não
a09f7dab-60b6-4267-9820-d3c7d589d28d;10/12/2025;18:28:52;10/12/2025 18:29:31;Pedágio;;;TOL4D70;Passeio;FIAT;STRADA FREEDOM CD13;"6790100010321288	";Tag;STRADA FREEDOM CD13;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-493, KM 013+670, Guapimirim - RJ;-16,52;0,00;-16,52;;Não
ae0850a9-7448-4fb6-baa8-c26a51436c6e;10/12/2025;19:31:39;10/12/2025 19:32:27;Pedágio;;;LLV7582;Passeio;FIAT;STRADA;"6790100005920235	";Tag;STRADA;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 207+100, Seropédica - RJ;-15,58;0,00;-15,58;;Não
64dbb546-68cd-4be4-a419-62836b0200b6;10/12/2025;19:36:45;10/12/2025 19:37:29;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 207+100, Seropédica - RJ;-14,57;0,00;-14,57;;Não
a4fa345c-cff2-4abe-a859-b30a994f3fc8;11/12/2025;07:53:39;11/12/2025 07:54:21;Pedágio;;;RTG4I96;Passeio;FIAT;STRADA FREEDOM;"6790100005918593	";Tag;STRADA FREEDOM;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-493, KM 112+700, Itaguaí - RJ;-8,27;0,00;-8,27;;Não
4bd31102-3c56-4936-b512-4aacff6ede2c;11/12/2025;09:32:05;11/12/2025 09:32:22;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Ponte;Ponte Presidente Costa e Silva, KM 322+000, Niterói - RJ;-6,20;0,00;-6,20;;Não
939c7605-11c9-4a2d-b777-c75ba9ccca38;11/12/2025;10:05:48;11/12/2025 10:53:13;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Rota 116;RJ-116, KM 002+000, Itaboraí - RJ;-9,60;0,00;-9,60;;Não
3e9ca3b3-d0de-4a5d-9602-14ed97fb5b39;11/12/2025;11:02:14;11/12/2025 11:12:34;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 192+000, Casimiro de Abreu - RJ;-7,50;0,00;-7,50;;Não
25f6899d-128a-4d07-a178-5153d7505125;11/12/2025;11:03:02;11/12/2025 11:53:14;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Rota 116;RJ-116, KM 049+000, Cachoeiras de Macacu - RJ;-9,60;0,00;-9,60;;Não
fe1e1ddb-43ab-4ed0-a16f-37e2afa53be7;11/12/2025;12:27:45;11/12/2025 12:53:36;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Rota 116;RJ-116, KM 090+000, Nova Friburgo - RJ;-9,60;0,00;-9,60;;Não
c7eed5ed-bd6f-409b-b153-5049577b9f93;11/12/2025;16:20:28;11/12/2025 16:21:41;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 252+000, Rio Bonito - RJ;-7,50;0,00;-7,50;;Não
c0ffaed9-f803-4c4d-b49b-e7ac5ed592d9;11/12/2025;15:58:53;11/12/2025 16:23:49;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;ViaLagos;RJ-124, KM 021+500, Rio Bonito - RJ;-18,40;0,00;-18,40;;Não
2d0ec28c-7dd3-43a7-914f-fc246d67fb0e;11/12/2025;17:02:00;11/12/2025 17:03:09;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 192+000, Casimiro de Abreu - RJ;-7,50;0,00;-7,50;;Não
2fbf5e2f-3d82-4da5-b869-f3be2830c27b;11/12/2025;17:13:55;11/12/2025 17:14:28;Pedágio;;;RTG4I96;Passeio;FIAT;STRADA FREEDOM;"6790100005918593	";Tag;STRADA FREEDOM;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-493, KM 112+700, Itaguaí - RJ;-7,97;0,00;-7,97;;Não
3919664d-d6bc-4c6d-ab61-3ba3d58c1f39;11/12/2025;18:24:19;11/12/2025 18:53:56;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Rota 116;RJ-116, KM 090+000, Nova Friburgo - RJ;-9,60;0,00;-9,60;;Não
376311cd-4cc8-4f48-9125-690727bc77e0;11/12/2025;19:53:17;11/12/2025 19:53:35;Pedágio;;;TOL4D72;Passeio;FIAT;STRADA FREEDOM CD13;"6790100009073916	";Tag;STRADA FREEDOM CD13;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Ponte;Ponte Presidente Costa e Silva, KM 322+000, Niterói - RJ;-6,20;0,00;-6,20;;Não
747b5221-29a4-4602-a4c2-f8432350eb9a;12/12/2025;07:32:22;12/12/2025 07:32:44;Pedágio;;;RTG4I96;Passeio;FIAT;STRADA FREEDOM;"6790100005918593	";Tag;STRADA FREEDOM;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-493, KM 112+700, Itaguaí - RJ;-7,97;0,00;-7,97;;Não
6b440b5a-bd8f-482b-9f4e-5dc93e6bcb3d;12/12/2025;08:51:40;12/12/2025 09:53:21;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Rota 116;RJ-116, KM 090+000, Nova Friburgo - RJ;-9,60;0,00;-9,60;;Não
f8cddeb3-790a-4c00-86de-8a069a37bd13;12/12/2025;10:53:25;12/12/2025 10:54:24;Pedágio;;;TOJ0A44;Passeio;FIAT;FIAT ARGO;"6790100009571836	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 207+100, Seropédica - RJ;-15,58;0,00;-15,58;;Não
f1e60231-5ac9-4ceb-a421-b2f3fc76053c;08/12/2025;18:45:43;12/12/2025 11:19:36;Pedágio;;;PUC3186;Passeio;FIAT;UNO VIVACE 1.0;"6790100000821776	";Tag;UNO VIVACE;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Ponte;Ponte Presidente Costa e Silva, KM 322+000, Niterói - RJ;-6,20;0,00;-6,20;;Não
5c1f500c-88e9-430d-86ef-b4bc87bd335e;12/12/2025;11:16:15;12/12/2025 11:53:33;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Rota 116;RJ-116, KM 090+000, Nova Friburgo - RJ;-9,60;0,00;-9,60;;Não
39efc8de-04e4-40e0-a5fe-a70df4ba0b4a;12/12/2025;11:25:20;12/12/2025 11:53:36;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Rota 116;RJ-116, KM 090+000, Nova Friburgo - RJ;-9,60;0,00;-9,60;;Não
23a67fb0-fe76-4781-9872-932b73557927;12/12/2025;12:08:55;12/12/2025 12:53:18;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Rota 116;RJ-116, KM 090+000, Nova Friburgo - RJ;-9,60;0,00;-9,60;;Não
c471940b-e110-4481-835b-dab70419a933;12/12/2025;13:16:46;12/12/2025 13:53:33;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Rota 116;RJ-116, KM 049+000, Cachoeiras de Macacu - RJ;-9,60;0,00;-9,60;;Não
479d7188-8de5-4188-8183-9f089b4178ef;12/12/2025;13:58:52;12/12/2025 13:59:52;Pedágio;;;QXL0J20;Passeio;RENAULT;KWID;"6790100003644134	";Tag;KWID;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-493, KM 112+700, Itaguaí - RJ;-9,98;0,00;-9,98;;Não
865db7a2-49da-4dbf-8e0a-65baf0479cf6;12/12/2025;14:41:13;12/12/2025 14:53:19;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Rota 116;RJ-116, KM 002+000, Itaboraí - RJ;-9,60;0,00;-9,60;;Não
14ba6447-a27c-49db-8edb-a9bcff802be0;12/12/2025;14:57:09;12/12/2025 14:58:11;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 299+000, São Gonçalo - RJ;-7,50;0,00;-7,50;;Não
f9dd06e5-daec-40b9-a3a1-ca39332a87cf;12/12/2025;16:09:54;12/12/2025 16:34:06;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;ViaLagos;RJ-124, KM 021+500, Rio Bonito - RJ;-30,60;0,00;-30,60;;Não
cc347e7c-3366-4653-ab6a-40b73bd73b06;12/12/2025;16:52:00;12/12/2025 16:53:37;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 299+000, São Gonçalo - RJ;-7,50;0,00;-7,50;;Não
7cb02105-cdaa-43c6-b4fb-04f762db4a77;12/12/2025;18:21:33;12/12/2025 18:22:03;Pedágio;;;TOJ0A44;Passeio;FIAT;FIAT ARGO;"6790100009571836	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 207+100, Seropédica - RJ;-15,58;0,00;-15,58;;Não
61697b11-5a36-4c61-967f-8fb2297bd8ac;15/12/2025;09:12:13;15/12/2025 09:12:27;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Ponte;Ponte Presidente Costa e Silva, KM 322+000, Niterói - RJ;-6,20;0,00;-6,20;;Não
d244b63f-c2f0-4eef-8b1e-b2cfe48d3934;15/12/2025;12:04:36;15/12/2025 12:05:25;Pedágio;;;PUC3186;Passeio;FIAT;UNO VIVACE 1.0;"6790100000821776	";Tag;UNO VIVACE;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 207+100, Seropédica - RJ;-15,58;0,00;-15,58;;Não
fca1c9a6-f618-4b8d-a340-95ca4de505bd;15/12/2025;14:45:45;15/12/2025 14:46:10;Pedágio;;;TOJ0A44;Passeio;FIAT;FIAT ARGO;"6790100009571836	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Ponte;Ponte Presidente Costa e Silva, KM 322+000, Niterói - RJ;-6,20;0,00;-6,20;;Não
423b5990-20b9-4b5b-9982-f431e5715dce;12/12/2025;08:32:13;15/12/2025 15:36:04;Pedágio;;;QXL0J20;Passeio;RENAULT;KWID;"6790100003644134	";Tag;KWID;;2 eixos rodagem simples;2 eixos rodagem simples;RioSP;Rodovia Rio Santos, KM 419+900, Itaguaí - RJ;-4,10;0,00;-4,10;;Não
019d055f-e426-4788-a626-1938e452f7b2;12/12/2025;13:47:31;15/12/2025 15:48:27;Pedágio;;;QXL0J20;Passeio;RENAULT;KWID;"6790100003644134	";Tag;KWID;;2 eixos rodagem simples;2 eixos rodagem simples;RioSP;Rodovia Rio Santos, KM 419+900, Itaguaí - RJ;-4,10;0,00;-4,10;;Não
